"emp_no","first_name","last_name","title","from_date","to_date"
201662,"Khalid","Cronau","Senior Engineer","2001-03-27","9999-01-01"
201701,"Yishai","Tasistro","Senior Engineer","1996-07-11","9999-01-01"
201777,"Wonhee","Perl","Senior Staff","1994-07-06","9999-01-01"
201848,"Elvis","Ebeling","Senior Staff","1997-12-27","9999-01-01"
201878,"Mani","Binding","Staff","1994-09-16","9999-01-01"
201896,"Fusako","Kohling","Senior Engineer","1995-07-09","9999-01-01"
201931,"Chirstian","Anily","Technique Leader","1987-09-06","9999-01-01"
201936,"Remmert","Ishibashi","Senior Staff","1992-03-05","9999-01-01"
201944,"Shooichi","Guting","Senior Engineer","1998-10-07","9999-01-01"
201953,"Hercules","Waeselynck","Senior Engineer","1985-08-03","9999-01-01"
201959,"Kazuhito","Yurek","Senior Engineer","1997-11-02","9999-01-01"
201983,"Janche","Radhakrishnan","Senior Staff","1992-04-28","9999-01-01"
201997,"Aran","Baez","Senior Staff","1985-04-07","9999-01-01"
202006,"Gritta","Peac","Engineer","2002-07-19","9999-01-01"
202042,"Margareta","Strehl","Senior Staff","1998-09-15","9999-01-01"
202075,"Stafford","Peternell","Staff","1996-08-10","9999-01-01"
202119,"Adib","Passino","Senior Staff","1994-05-07","9999-01-01"
202142,"LiMin","Varley","Senior Engineer","1995-09-11","9999-01-01"
202144,"Atreye","Reutenauer","Senior Engineer","1988-08-02","9999-01-01"
202145,"Lubomir","Ghandeharizadeh","Senior Engineer","1999-12-16","9999-01-01"
202173,"Ekawit","Veeraraghavan","Senior Staff","1995-02-28","9999-01-01"
202232,"Mack","Lalonde","Senior Engineer","1992-02-12","9999-01-01"
202276,"Arif","Morrin","Senior Engineer","1987-05-09","9999-01-01"
202281,"Serif","Ramras","Engineer","1996-06-12","9999-01-01"
202309,"Sariel","Masand","Senior Staff","1995-06-24","9999-01-01"
202339,"Zine","Schaaf","Senior Staff","1991-10-07","9999-01-01"
202364,"Alassane","Riefers","Senior Engineer","1994-03-08","9999-01-01"
202417,"Mohan","DuBourdieux","Senior Engineer","1995-09-18","9999-01-01"
202418,"Xumin","Vuskovic","Senior Staff","2002-05-09","9999-01-01"
202427,"True","Ghandeharizadeh","Technique Leader","1987-08-15","9999-01-01"
202435,"Bokyung","Schonegge","Senior Engineer","1995-12-06","9999-01-01"
202539,"Fuqing","Brookman","Engineer","1999-04-24","9999-01-01"
202553,"Limsoon","Krichel","Senior Staff","1992-02-08","9999-01-01"
202599,"Yechezkel","Stavenow","Senior Engineer","1992-07-01","9999-01-01"
202610,"Berhard","Bage","Senior Engineer","1996-02-27","9999-01-01"
202626,"Berna","Schreiter","Senior Staff","1994-10-14","9999-01-01"
202677,"LiMin","Decaestecker","Senior Engineer","2002-04-15","9999-01-01"
202691,"Mohit","Kenevan","Staff","1998-07-10","9999-01-01"
202736,"Aloke","Asmuth","Senior Staff","1990-12-08","9999-01-01"
202893,"Hairong","Cappelli","Senior Engineer","1993-10-12","9999-01-01"
202905,"Sham","Birdsall","Technique Leader","1988-06-16","9999-01-01"
202915,"Chiranjit","Spelt","Senior Engineer","2000-12-12","9999-01-01"
202977,"Tomokazu","Matzen","Senior Staff","1994-05-26","9999-01-01"
202996,"Tze","Hutter","Senior Staff","1991-05-18","9999-01-01"
203021,"Munenori","Chinin","Engineer","1998-06-09","9999-01-01"
203101,"Khaled","Waeselynck","Senior Engineer","1997-09-12","9999-01-01"
203124,"Genta","Ranon","Engineer","1997-10-14","9999-01-01"
203131,"Ulises","Suwa","Senior Staff","1994-04-19","9999-01-01"
203188,"Fox","Busillo","Senior Engineer","1996-10-10","9999-01-01"
203194,"Mooi","Usery","Senior Staff","1996-02-13","9999-01-01"
203198,"Fumiyo","Hertweck","Senior Engineer","1986-12-28","9999-01-01"
203214,"Paraskevi","Kilgour","Senior Staff","1995-05-20","9999-01-01"
203238,"Fei","Zallocco","Senior Staff","1995-05-25","9999-01-01"
203305,"Naftali","Huttel","Senior Staff","1999-09-08","9999-01-01"
203309,"Constantine","Tsukuda","Senior Staff","1999-11-26","9999-01-01"
203360,"Surveyors","Merks","Senior Engineer","1997-07-26","9999-01-01"
203385,"Subhrajyoti","Maginnis","Senior Staff","1997-04-05","9999-01-01"
203390,"Lech","Babu","Senior Engineer","1987-04-03","9999-01-01"
203398,"Inderjeet","Ritzmann","Senior Engineer","1992-08-30","9999-01-01"
203446,"Kristen","Molenaar","Engineer","1998-11-25","9999-01-01"
203481,"Chiradeep","Kriebel","Senior Engineer","1996-07-22","9999-01-01"
203488,"Stevo","Rosenbaum","Senior Staff","1995-11-12","9999-01-01"
203522,"Make","Biros","Senior Staff","2001-03-23","9999-01-01"
203566,"Thanasis","Zultner","Senior Engineer","1993-12-06","9999-01-01"
203608,"Menkae","Kroll","Senior Staff","1987-03-14","9999-01-01"
203657,"Georg","Pocchiola","Staff","1996-05-01","9999-01-01"
203667,"Mabry","Conia","Senior Staff","1986-05-14","9999-01-01"
203672,"Aram","Pettis","Senior Engineer","1999-05-25","9999-01-01"
203790,"Jaewoo","Vecchio","Senior Engineer","1994-09-16","9999-01-01"
203798,"Nobuyoshi","Suomi","Senior Engineer","1987-05-07","9999-01-01"
203898,"Odysseas","Mateescu","Senior Engineer","2000-02-26","9999-01-01"
203933,"Bowen","Fortenbacher","Senior Staff","1993-03-17","9999-01-01"
204011,"Kazuhiko","Massonet","Senior Engineer","2000-02-18","9999-01-01"
204027,"Alagu","Olano","Senior Staff","1993-03-28","9999-01-01"
204034,"Arco","Botman","Senior Engineer","1992-02-18","9999-01-01"
204055,"Kauko","Stiles","Staff","1995-12-23","9999-01-01"
204114,"Fayez","Poehlman","Senior Engineer","1994-03-02","9999-01-01"
204134,"Xiaobin","Hofmeyr","Senior Staff","1993-09-30","9999-01-01"
204254,"Billur","Famili","Senior Engineer","1991-07-02","9999-01-01"
204330,"Danco","Stanfel","Senior Engineer","1993-10-27","9999-01-01"
204378,"Leaf","Stranks","Senior Engineer","1996-06-17","9999-01-01"
204469,"Ramya","Cmelik","Senior Staff","1988-05-06","9999-01-01"
204526,"Vojin","Kulisch","Senior Staff","1993-04-30","9999-01-01"
204567,"Kristin","Plavsic","Senior Engineer","1994-06-11","9999-01-01"
204583,"Richard","Setiz","Senior Engineer","1987-06-11","9999-01-01"
204693,"Aran","Litzkow","Engineer","1995-03-10","9999-01-01"
204703,"Sreekrishna","Spataro","Senior Staff","2001-08-07","9999-01-01"
204706,"Denis","Joslin","Engineer","1997-03-25","9999-01-01"
204710,"Gino","Cichocki","Senior Engineer","1985-04-10","9999-01-01"
204745,"Oscar","Masaki","Senior Engineer","1997-05-13","9999-01-01"
204783,"Zissis","Majewski","Senior Staff","1993-09-12","9999-01-01"
204805,"Nimmagadda","Crouzet","Senior Engineer","1994-07-13","9999-01-01"
204877,"Guther","Gornas","Senior Engineer","1999-11-13","9999-01-01"
204902,"Eric","Ruemmler","Senior Staff","1990-12-19","9999-01-01"
204938,"Collette","Verspoor","Technique Leader","1988-11-20","9999-01-01"
204943,"Jiakeng","Hartvigsen","Senior Engineer","1987-08-18","9999-01-01"
204969,"Yuqun","Gronowski","Senior Engineer","1992-09-26","9999-01-01"
204977,"Martina","Perl","Staff","1993-10-24","9999-01-01"
205037,"Ferdinand","Speek","Senior Staff","1999-10-03","9999-01-01"
205057,"Mostafa","Usdin","Assistant Engineer","1999-07-03","9999-01-01"
205075,"Yunming","Piveteau","Senior Engineer","2001-08-24","9999-01-01"
205092,"Masako","Spieker","Senior Staff","1993-09-07","9999-01-01"
205119,"Chrisa","Kilgore","Senior Engineer","1985-02-10","9999-01-01"
205202,"Alagu","Stemann","Staff","1995-04-21","9999-01-01"
205216,"Jayesh","Hanratty","Senior Engineer","1995-04-13","9999-01-01"
205244,"Yonghoan","Heuter","Senior Staff","1992-05-14","9999-01-01"
205251,"Fai","Mullainathan","Senior Staff","1987-01-24","9999-01-01"
205261,"Oscar","Pusterhofer","Senior Engineer","1994-07-26","9999-01-01"
205272,"Zhenbing","Kuhnemann","Senior Engineer","1985-04-04","9999-01-01"
205295,"Kristinn","Jonsson","Senior Engineer","1993-10-16","9999-01-01"
205297,"Aral","Weedon","Senior Engineer","2002-02-05","9999-01-01"
205317,"Percy","Milicic","Senior Staff","2000-01-03","9999-01-01"
205318,"Bernd","Lakshmanan","Senior Engineer","1996-11-30","9999-01-01"
205331,"Nigel","Melski","Senior Engineer","1993-02-02","9999-01-01"
205332,"Gita","Baar","Staff","1996-08-09","9999-01-01"
205361,"Owen","Siepmann","Senior Engineer","1987-04-08","9999-01-01"
205469,"Zsolt","Perko","Senior Staff","1985-11-14","9999-01-01"
205484,"Atreye","Yoshimura","Senior Engineer","1993-07-17","9999-01-01"
205492,"Wojceich","Lorch","Engineer","1999-12-23","9999-01-01"
205559,"Herbert","Portugali","Engineer","1996-11-25","9999-01-01"
205624,"Jolita","Lally","Senior Engineer","1997-01-10","9999-01-01"
205629,"Guiseppe","Genin","Staff","1996-10-27","9999-01-01"
205638,"Lubomir","Peir","Senior Engineer","1993-12-17","9999-01-01"
205712,"Susuma","Daescu","Senior Staff","1991-10-18","9999-01-01"
205713,"Gennady","Makinen","Senior Engineer","1993-05-10","9999-01-01"
205753,"Keiichiro","Gonthier","Senior Engineer","1998-01-30","9999-01-01"
205782,"Shen","Brandsma","Senior Engineer","1986-10-06","9999-01-01"
205903,"Xiong","Matzel","Senior Engineer","1995-05-03","9999-01-01"
205974,"Mona","Gajiwala","Senior Engineer","1990-04-02","9999-01-01"
206059,"Jaana","Levergood","Senior Engineer","1996-11-04","9999-01-01"
206067,"Manton","Itzigehl","Senior Engineer","1995-05-04","9999-01-01"
206122,"Munenori","Bazelow","Engineer","1994-09-19","9999-01-01"
206146,"Becky","Merkl","Senior Engineer","1996-10-23","9999-01-01"
206149,"Yurii","Mellouli","Senior Engineer","1987-03-24","9999-01-01"
206164,"Minghong","Vernadat","Senior Staff","1986-04-02","9999-01-01"
206168,"Serap","Matzat","Senior Staff","1990-04-29","9999-01-01"
206185,"Yolla","Gonthier","Senior Engineer","2000-09-07","9999-01-01"
206193,"Kerryn","Senzako","Senior Staff","1993-02-02","9999-01-01"
206262,"Alejandro","Bugrara","Staff","1994-07-02","9999-01-01"
206277,"Candida","Toyoshima","Senior Staff","1995-10-24","9999-01-01"
206339,"Kamran","Emmart","Engineer","1998-12-04","9999-01-01"
206343,"Aris","Erie","Staff","1999-12-07","9999-01-01"
206354,"Gennadi","Kawashima","Senior Engineer","1988-03-03","9999-01-01"
206418,"Marco","Vickson","Senior Engineer","1989-11-12","9999-01-01"
206427,"Nobuyoshi","Otillio","Senior Staff","1997-12-10","9999-01-01"
206507,"Bernt","Gonthier","Senior Engineer","1993-08-15","9999-01-01"
206520,"Gor","Selenyi","Senior Engineer","2001-06-03","9999-01-01"
206530,"Xuedong","Roison","Senior Staff","1994-04-21","9999-01-01"
206604,"Adil","Rajala","Senior Engineer","1992-12-14","9999-01-01"
206653,"Sumant","Landherr","Staff","1997-09-02","9999-01-01"
206713,"Zhiguo","Orsini","Senior Engineer","1986-02-05","9999-01-01"
206744,"Kenton","Radivojevic","Staff","1997-04-13","9999-01-01"
206746,"Khoa","Honiden","Senior Engineer","1987-12-20","9999-01-01"
206815,"Insup","Frolund","Senior Staff","1988-11-19","9999-01-01"
206847,"Luise","Akazan","Senior Staff","1998-10-02","9999-01-01"
206995,"Bernd","Nollmann","Senior Staff","1994-01-11","9999-01-01"
207025,"Barry","Hanratty","Engineer","1999-08-22","9999-01-01"
207118,"Lijia","Siochi","Senior Engineer","1992-11-22","9999-01-01"
207148,"Zhiguo","Ullian","Senior Engineer","1995-09-06","9999-01-01"
207162,"Yucai","Kruskal","Senior Staff","1988-10-18","9999-01-01"
207276,"Ramalingam","Oaver","Assistant Engineer","1998-06-04","9999-01-01"
207279,"Hugo","Zultner","Senior Staff","1999-10-31","9999-01-01"
207291,"Van","Cronan","Senior Staff","1996-03-27","9999-01-01"
207383,"Utz","Coullard","Senior Engineer","1993-11-06","9999-01-01"
207392,"Piyawadee","Denna","Senior Staff","1995-08-30","9999-01-01"
207518,"Jeanna","Reinhart","Senior Staff","2001-07-31","9999-01-01"
207585,"Limsoon","Picel","Senior Engineer","1997-05-08","9999-01-01"
207662,"Mori","Narahari","Senior Engineer","2000-03-28","9999-01-01"
207679,"Vasilis","Rosti","Senior Staff","2001-04-11","9999-01-01"
207683,"Gilbert","Luft","Senior Staff","1993-03-01","9999-01-01"
207688,"Juichirou","Marshall","Senior Engineer","1993-02-22","9999-01-01"
207734,"Kensei","Strooper","Senior Staff","2000-01-29","9999-01-01"
207762,"Pohua","Bodoff","Senior Engineer","1990-05-31","9999-01-01"
207780,"Dinah","Schade","Engineer","1998-11-05","9999-01-01"
207793,"Magdalena","Passafiume","Senior Engineer","2002-07-07","9999-01-01"
207800,"Arumugam","Chandrasekhar","Senior Engineer","1994-12-09","9999-01-01"
207840,"Danel","Zuberek","Senior Engineer","1994-09-01","9999-01-01"
207860,"Maja","Rodite","Senior Engineer","1997-05-23","9999-01-01"
207905,"Manibrata","Orsini","Senior Engineer","1996-01-28","9999-01-01"
207941,"Florian","Emmerich","Senior Staff","2001-02-02","9999-01-01"
207947,"Basil","Lamma","Senior Staff","1993-01-17","9999-01-01"
207988,"Gianluca","Chenney","Senior Engineer","1988-05-22","9999-01-01"
208031,"Ingemar","Hertweck","Senior Engineer","2000-03-18","9999-01-01"
208053,"Marc","Zongker","Senior Engineer","1996-09-23","9999-01-01"
208119,"Danny","Azulay","Senior Staff","1999-04-08","9999-01-01"
208200,"Fabrizio","Linares","Senior Engineer","1986-08-25","9999-01-01"
208213,"Hidde","Brookner","Senior Engineer","1988-05-10","9999-01-01"
208249,"Yuchang","Esposito","Senior Engineer","1993-04-25","9999-01-01"
208256,"Hugh","Mungall","Senior Engineer","2002-06-24","9999-01-01"
208358,"Keung","Pokrovskii","Senior Staff","1998-08-21","9999-01-01"
208463,"Ipke","Pillow","Senior Staff","1993-07-10","9999-01-01"
208482,"Vasilii","Schwartzburd","Senior Engineer","1998-12-05","9999-01-01"
208525,"Adam","DiGiano","Senior Staff","1996-06-11","9999-01-01"
208528,"Sukumar","Polupanov","Senior Staff","1988-07-09","9999-01-01"
208583,"Utpal","Lorho","Senior Engineer","1985-08-25","9999-01-01"
208655,"Yannik","Rodham","Senior Engineer","1994-12-02","9999-01-01"
208688,"Rosita","Peac","Senior Engineer","1986-02-21","9999-01-01"
208692,"Yoshinari","Brlek","Senior Staff","1990-03-16","9999-01-01"
208710,"Faiza","Schmezko","Senior Engineer","1985-03-30","9999-01-01"
208726,"Mary","Barinka","Senior Engineer","1988-04-01","9999-01-01"
208766,"Masadi","Ashish","Senior Staff","1999-06-28","9999-01-01"
208833,"Bojan","Remmele","Senior Engineer","1996-01-21","9999-01-01"
208847,"Shim","Demizu","Technique Leader","1999-08-18","9999-01-01"
208865,"Nirmal","Taubenfeld","Senior Engineer","1985-03-01","9999-01-01"
208877,"Yinghua","Shihab","Senior Engineer","1998-10-27","9999-01-01"
208894,"Peer","Murtafg","Senior Engineer","1992-03-14","9999-01-01"
208908,"Girolamo","Uludag","Senior Engineer","1996-01-26","9999-01-01"
209043,"Seshu","Flexer","Senior Engineer","1991-07-12","9999-01-01"
209179,"Kazunori","Gaughan","Senior Engineer","2001-11-28","9999-01-01"
209194,"Owen","Snedden","Senior Engineer","1995-04-09","9999-01-01"
209219,"Mitchel","Rohrbach","Senior Engineer","1992-10-07","9999-01-01"
209260,"Maya","Ouhyoung","Senior Staff","1988-01-14","9999-01-01"
209279,"Roddy","Bail","Senior Staff","1996-03-03","9999-01-01"
209306,"Tadahiro","Honglei","Engineer","1996-11-07","9999-01-01"
209316,"Jaana","Kuszyk","Senior Engineer","2002-06-18","9999-01-01"
209325,"Shih","Goldhammer","Senior Engineer","1994-02-15","9999-01-01"
209356,"Tesuro","Jansen","Senior Staff","1995-06-14","9999-01-01"
209418,"Faiza","Thimonier","Senior Engineer","1993-01-16","9999-01-01"
209478,"Kasidit","Nitta","Senior Staff","1991-08-09","9999-01-01"
209502,"Holgard","Sudbeck","Senior Staff","1995-02-05","9999-01-01"
209539,"Aloys","Erde","Senior Engineer","1997-07-20","9999-01-01"
209543,"Heng","Porenta","Senior Engineer","1993-08-09","9999-01-01"
209544,"Fumiya","Kobuchi","Senior Engineer","1990-07-09","9999-01-01"
209610,"Deniz","Rouquie","Senior Engineer","1996-06-15","9999-01-01"
209622,"Radoslaw","Luit","Senior Engineer","1994-10-09","9999-01-01"
209654,"Aksel","Stiles","Senior Staff","1999-07-07","9999-01-01"
209656,"Ger","Oehlmann","Senior Staff","1990-10-15","9999-01-01"
209721,"Shaw","Heemskerk","Senior Staff","1989-01-12","9999-01-01"
209724,"Xianlong","Viele","Senior Staff","1988-05-17","9999-01-01"
209773,"Jaques","Vendrig","Senior Engineer","1997-07-25","9999-01-01"
209799,"Honesty","Caine","Senior Staff","1999-05-04","9999-01-01"
209811,"Gao","Turnbull","Senior Engineer","1998-12-04","9999-01-01"
209829,"Froduald","Rosca","Staff","1997-12-27","9999-01-01"
209832,"Tru","Holburn","Senior Staff","1993-03-04","9999-01-01"
209834,"Nitsan","Alvarado","Senior Engineer","1994-01-22","9999-01-01"
209860,"Perla","Engberts","Technique Leader","1998-02-12","9999-01-01"
209899,"Lucien","Nicolson","Senior Engineer","1996-10-26","9999-01-01"
209915,"Lillian","Pashtan","Senior Engineer","1993-10-17","9999-01-01"
209937,"Erez","Bage","Senior Engineer","1996-02-25","9999-01-01"
209997,"Nevin","Servi","Senior Engineer","2000-05-13","9999-01-01"
210079,"Junsik","Gustavson","Technique Leader","1990-09-15","9999-01-01"
210080,"Premal","Perl","Staff","1997-09-21","9999-01-01"
210098,"Mingzeng","Milicic","Staff","1999-11-08","9999-01-01"
210110,"Falguni","Jullig","Senior Engineer","1994-11-06","9999-01-01"
210128,"Olivera","Dayana","Senior Staff","1992-08-18","9999-01-01"
210182,"Patricio","Junet","Senior Staff","2001-01-05","9999-01-01"
210212,"Jongsuk","Vitiello","Senior Staff","1992-05-27","9999-01-01"
210219,"Serif","Encarnacion","Senior Staff","1994-03-31","9999-01-01"
210230,"Chikako","Bage","Engineer","1998-11-12","9999-01-01"
210246,"Pradeep","Gecsei","Engineer","1998-08-05","9999-01-01"
210251,"Fay","Frezza","Senior Engineer","1997-10-26","9999-01-01"
210253,"Jixiang","Scallan","Senior Engineer","1990-10-05","9999-01-01"
210284,"Vasilis","Kavvadias","Senior Engineer","1995-08-28","9999-01-01"
210287,"Shushma","Krohm","Engineer","1994-12-03","9999-01-01"
210323,"Heng","Gluchowski","Senior Engineer","1987-11-05","9999-01-01"
210368,"Jianhao","Peres","Engineer","1996-07-05","9999-01-01"
210387,"Elvia","Heuter","Senior Engineer","1991-07-02","9999-01-01"
210509,"Shichao","Braunschweig","Senior Staff","2002-03-28","9999-01-01"
210523,"Taisook","Sabnani","Senior Engineer","1990-02-18","9999-01-01"
210590,"Uli","Plavsic","Senior Engineer","1992-09-07","9999-01-01"
210618,"Shunichi","Wolniewicz","Staff","1997-01-19","9999-01-01"
210620,"Anyuan","Bierman","Staff","1996-01-13","9999-01-01"
210644,"Hsiangchu","Panangaden","Senior Staff","1993-05-02","9999-01-01"
210677,"Gor","Oehlmann","Senior Staff","1994-01-19","9999-01-01"
210682,"Bernardo","Jonsson","Senior Engineer","1991-07-05","9999-01-01"
210685,"Isamu","Christ","Senior Engineer","1997-04-01","9999-01-01"
210718,"Nikolaos","Kalafatis","Senior Engineer","1989-03-22","9999-01-01"
210772,"Kotesh","Penttonen","Engineer","1998-05-16","9999-01-01"
210781,"Yongdong","Shigei","Staff","1998-05-12","9999-01-01"
210888,"Hidekazu","Argence","Senior Staff","2000-11-04","9999-01-01"
210889,"Kiyokazu","Schmittgen","Senior Staff","1995-12-10","9999-01-01"
210897,"Turgut","Snyers","Senior Staff","1994-08-31","9999-01-01"
210911,"Taisook","Diderrich","Senior Engineer","1996-02-09","9999-01-01"
210940,"Pasqua","Akaboshi","Senior Staff","1993-11-06","9999-01-01"
210975,"Erzsebet","Marzano","Senior Engineer","1992-07-17","9999-01-01"
210985,"Reinhard","Bauknecht","Senior Staff","1994-08-02","9999-01-01"
211040,"Jaihie","Nitsch","Senior Staff","1995-04-08","9999-01-01"
211214,"Heeju","Syang","Senior Engineer","1986-01-23","9999-01-01"
211250,"Paloma","Luca","Senior Engineer","1998-09-14","9999-01-01"
211291,"Pohua","Munoz","Senior Staff","1986-11-04","9999-01-01"
211293,"Malu","Champarnaud","Senior Engineer","1985-05-20","9999-01-01"
211323,"Margo","Collavizza","Senior Staff","1994-06-10","9999-01-01"
211333,"Geoffry","Tetzlaff","Senior Staff","1995-06-04","9999-01-01"
211361,"Garnet","Candan","Senior Staff","1992-03-19","9999-01-01"
211376,"Sandeepan","Eiter","Senior Staff","1988-01-09","9999-01-01"
